"epsilon";"FS";"SPECIES";"MODEL";"RMSE"
3.42920796624768;"HRV_17_DFN_0612";"HKE1718";4;0.314735594607597
3.75009769722662;"HRV_17_DTS_0612";"HKE1718";4;0.153451458213028
3.69179797183881;"HRV_17_DTS_1218";"HKE1718";4;0.203454062354045
3.87192712521947;"HRV_17_DTS_1840";"HKE1718";4;0.341897105674947
18.3344961173362;"ITA_17_DTS_0612";"HKE1718";4;24.0527209986062
6.8375195635491;"ITA_17_DTS_1218";"HKE1718";4;0.626214122405478
7.49456857851668;"ITA_17_DTS_1840";"HKE1718";4;0.948361286904391
22.1244966204023;"ITA_17_PGP_0012";"HKE1718";4;30.7695465880689
13.9445192019269;"ITA_18_DTS_0612";"HKE1718";4;16.7963535756462
6.00304516108876;"ITA_18_DTS_1218_OTB_DES";"HKE1718";4;1.03189490456399
6.08393451693633;"ITA_18_DTS_1840_OTB_DES";"HKE1718";4;0.812386669317085
5.91958686551129;"ITA_18_DTS_1840_OTB_DWS_MDD";"HKE1718";4;1.20991925954835
6.88225630385502;"ITA_18_HOK_1218";"HKE1718";4;1.10988843971737
NA;"ITA_18_PGP_0012";"HKE1718";4;5.93679253772764
6.75361044778336;"SVN_17_DTS_1218";"HKE1718";4;1.25445058712345
6.47539850644711;"ITA_18_DTS_1218_OTB_DWS_MDD";"HKE1718";4;2.07007737040275
